Proc. Biology Colloq. Oregon St. Univ.|Proceedings of the Annual Biology Colloquium
Proc. BMES/EMBS Conf.|Proceedings of the Joint BMES/EMBS Conference
Proc. Boston Soc. nat. Hist.|Proceedings of the Boston Society of Natural History
Proc. Bristol Nat. Soc.|Proceedings of the Bristol Naturalists' Society
Proc. Calif. Acad. Sci.|Proceedings of the California Academy of Sciences
Proc. Calif. Acad. Sci.|Proceedings of the California Academy of Sciences
Proc. Canad. Fed. Biol. Soc.|Proceedings. Canadian Federation of Biological Societies
Proc. Canad. Fed. Biol. Soc. A. Mtng|Proceedings of the Canadian Federation of Biological Societies Annual Meeting
Proc. Ceylon Ass. Adv. Sci.|Proceedings of the Annual session. Ceylon Association for the Advancement of Science
Proc. Coll. Nat. Sci. Seoul natn. Univ.|Chayon Kwahak Taehak nonmunjip [Proceedings of the College of Natural Sciences, Seoul National University]
Proc. Colloq. Rad. Ent.|Radioisotopes and Radiation in Entomology, Proceedings of the Colloquium on Radioisotopes and Radiation in Entomology, Bombay, India, 1960.
Proc. Conf. Aust. Ass. Animal Breeding Genet.|Proceedings of the Conference. Australian Association of Animal Breeding and Genetics
Proc. Conf. Molec. Biol. Genet. Eng., Korea 1|Recent Progress of Molecular Biology and Genetic Engineering of Korea, Proceedings, 1st Conference on Molecular Biology & Genetic Engineering, Seoul, Oct.16-17,1986.
Proc. Conf. Nat. Sci., Hawaii|Proceedings of the Conference in Natural Sciences in Hawaii
Proc. Congr. Ent. sthn Afr.|Proceedings of the Entomological Congress organized by the Entomological Society of Southern Africa
Proc. Dunn Dobzhansky Mem. Symp. Genet.|Proceedings of the L.C. Dunn and Th. Dobzhansky Memorial Symposium on Genetics, December 16-18, 1976, Mysore.
Proc. ecol. Soc. Aust.|Proceedings of the Ecological Society of Australia
Proc. Egypt. Acad. Sci.|Proceedings of the Egyptian Academy of Sciences
Proc. ent. Soc. B. C.|Proceedings of the Entomological Society of British Columbia
Proc. ent. Soc. Lond.|Proceedings of the Entomological Society of London
Proc. ent. Soc. Ont.|Proceedings of the Entomological Society of Ontario
Proc. ent. Soc. Wash.|Proceedings of the Entomological Society of Washington
Proc. FEBS meeting|Federation of European Biochemical Societies. Proceedings. FEBS meeting
Proc. Fla St. Hort. Soc.|Proceedings of the annual meeting of the Florida State Horticultural Society
Proc. gen. mtg. zool. Soc. Lond.|Proceedings of the general meetings for scientific business of the Zoological Society of London
Proc. Hawaii. ent. Soc.|Proceedings of the Hawaiian Entomological Society
Proc. Hung. A. Mtng Biochem. 1977|Proceedings. Annual Meeting of Biochemistry. Magyar Kemikusok Egyesulete Biokemiai Szakosztaly
Proc. IEEE A. Northeast Bioeng. Conf.|Proceedings. IEEE Annual Northeast Bioengineering Conference
Proc. IEEE Conf. Decision Control|Proceedings of the IEEE Conference on Decision & Control.
Proc. Imp. Acad. Japan|Proceedings of the Imperial Academy (of Japan) [Teikoku Gakushiin]
Proc. Inaug. Conf. Aust. Ass. Anim. Breed. Genet.|Proceedings of the Inaugural Conference Australian Association of Animal Breeding and Genetics
Proc. Indian Acad. Sci.|Proceeding of the Indian Academy of Sciences
Proc. Indian Acad. Sci.|Proceeding of the Indian Academy of Sciences
Proc. Indian Acad. Sci.|Proceeding of the Indian Academy of Sciences
Proc. Indian Acad. Sci.|Proceedings of the Indian Academy of Sciences
Proc. Indian Natn. Sci. Acad.|Proceedings of the Indian Science Academy
Proc. Indian natn. Sci. Acad.|Proceedings of the Indian National Science Academy
Proc. Indian Sci. Congr.|Proceedings of the Indian Science Congress
Proc. Indiana Acad. Sci.|Proceedings of the Indiana Academy of Science
Proc. Int. Conf. Biodiversity Dynamics Ecosystems North Eurasia|Proceedings of the International Conference on Biodiversity Dynamics and Ecosystems in North Eurasia
Proc. Int. Conf. Bioinf. Genome Reg. Structure|Proceedings. First International Conference on Bioinformatics of Genome Regulation and Structure.
Proc. Int. Conf. Image Processing|Proceedings. International Conference on Image Processing
Proc. Int. Congr. Biochem. 14|Highlights of modern biochemistry. Proceedings of the 14th International Congress of Biochemistry, Prague, Czechoslovakia, 10-15 July, 1988.
Proc. Int. Congr. Biochem. 2|Compte rendu. IIe Congres international de biochimie, Paris, 21-27 juillet 1952, Paris
Proc. Int. Congr. Biochem. 3|Proceedings of the 3rd International Congress of Biochemistry, Bruxelles, 1955
Proc. Int. Congr. Biochem. 4|Proceedings of the Fourth International Congress of Biochemistry, Vienna, 1958
Proc. Int. Congr. Bot., 2|Proceedings. Zesde Internationaal Botanisch Congres [International Congress of Botany], Amsterdam, 2-7 September, 1935.
Proc. Int. Congr. Hum. Genet.|Proceedings of the International Congress of Human Genetics
Proc. Int. Joint Conf. Neural Netwrks, 1989|Proceedings. International Joint Conference of Neural Networks, Washington, DC, 1989.
Proc. Int. Kongr. f. Arbeitsmed. 15|15. Internationaler Kongress fur Arbeitsmedizin, Wien, 19-24 September 1966.
Proc. Int. Sch. Phys. Enrico Fermi|Proceedings of the International School of Physics 'Enrico Fermi' (Rendiconti della Scuola internazionale di fisica 'Enrico Fermi')
Proc. Int. Semin. Chromosome structure function|International Seminar on Chromosome Structure and Function, Calcutta
Proc. Int. Symp. Acremonium Grass|Proceedings of the International Symposium on Acremonium Grass
Proc. Int. Union Physiol. Sci.|Proceedings of the International Union of Physiological Sciences
Proc. Inter-Am. Symp. Peaceful Applic. Nuclear Energy|Proceedings. Inter-American Symposium. Peaceful Uses Appl. Nuclear Energy
Proc. Iowa Acad. Sci.|Proceedings of the Iowa Academy of Science
Proc. Joint Symp. Neural Comput. 7|Proceedings of the 7th Joint Symposium on Neural Computation: University of Southern California, University of California, San Diego, California Institute of Technology, University of California, Irvine, University of California, Los Angeles.
Proc. Jpn Acad.|Proceedings of the Japan Academy [Nihon Gakushiin]
Proc. Jpn Acad.|Proceedings of the Japan Academy
Proc. Jpn Soc. comp. Endocrinol.|Proceedings. Japanese Society for Comparative Endocrinology
Proc. Jpn Soc. syst. Zool.|Proceedings of the Japanese Society for Systematic Zoology [Dobutsu Bunrui Gakkaishi]
Proc. Kushiro Woman's Coll.|Proceedings. Kushiro Woman's College
Proc. La Acad. Sci.|Proceedings of the Louisiana Academy of Sciences
Proc. Linn. Soc. Lond.|Proceedings of the Linnean Society of London
Proc. Linn. Soc. N. S. W.|Proceedings of the Linnean Society of New South Wales
Proc. Minn. Acad. Sci.|Proceedings of the Minnesota Academy of Science
Proc. N. Centr. Brch ent. Soc. Am.|Proceedings of the North Central Branch of the Entomological Society of America
Proc. N. Dak. Acad. Sci.|Proceedings of the North Dakota Academy of Science
Proc. Natl Poultry Breed. Roundt.|Proceedings - National Poultry Breeders' Roundtable
Proc. Natl. Acad. Sci. USA|Proceedings of the National Academy of Sciences of the United States of America
Proc. natn. Acad. Sci. India|Proceedings of the National Academy of Sciences of India
Proc. Natn. Cancer Conf. 2|Proceedings of the Second National Cancer Conference, Netherland Plaza Hotel, Cincinnati, Ohio, March 3, 4, 5, 1952.
Proc. natn. Inst. Sci., India|Proceedings of the National Institute of Sciences of India
Proc. natn. Inst. Sci., India|Proceedings of the National Institute of Sciences of India
Proc. natn. Sci. Counc., Repub. China|Proceedings of the National Science Council, Republic of China.
Proc. Neb. Acad. Sci.|Proceedings of the Nebraska Academy of Sciences and Affiliated Societies
Proc. Nutr. Soc.|Proceedings of the Nutrition Society
Proc. Ok. Acad. Sci.|Proceedings of the Oklahoma Academy of Science
Proc. Ore. Acad. Sci.|Proceedings of the Oregon Academy of Science
Proc. Pa Acad. Sci.|Proceedings of the Pennsylvania Academy of Science
Proc. Pacific Sci. Cong.|Proceedings. Pacific Science Congress
Proc. Pap. A. Conf. Calif. Mosq. Control Ass. 35|Proceedings and papers of the thirty-fifth annual conferences of the California Mosquito Control Association
Proc. Poultry Breed. Roundt.|Proceedings - National Breeders' Roundtable
Proc. Poultry Breed. Roundt. 21|Proceedings 21st National Breeders' Roundtable
Proc. Poultry Breed. Roundt. 22|Proceedings. 22nd National Breeders' Roundtable
Proc. Poultry Breed. Roundt. 29|Proceedings. 29nd National Breeders' Roundtable
Proc. Poultry Breed. Roundt. 6|Proceedings. 6th Poultry Breeders' Roundtable
Proc. r. ent. Soc. Lond.|Proceedings of the Royal Entomological Society of London
Proc. r. ent. Soc. Lond.|Proceedings of the Royal Entomological Society of London
Proc. r. ent. Soc. Lond.|Proceedings of the Royal Entomological Society of London
Proc. r. ent. Soc. Lond.|Proceedings of the Royal Entomological Society of London
Proc. r. Irish Acad.|Proceedings of the Royal Irish Academy
Proc. r. phys. |Proceedings of the Royal Physical Society of Edinburgh
Proc. r. phys. Soc. Edinb., Exp. Biol. Nat. Hist.|Royal Physical Society of Edinburgh. Proceedings of meetings devoted mainly to experimental biology and natural history.
Proc. r. Soc.|Proceedings of the Royal Society of London
Proc. r. Soc.|Proceedings of the Royal Society of London
Proc. r. Soc. Biol. Sci.|Proceedings. Royal Society of London. Biological Sciences
Proc. r. Soc. Edinb.|Proceedings of the Royal Society of Edinburgh
Proc. r. Soc. Edinb.|Proceedings of the Royal Society of Edinburgh
Proc. r. Soc. Edinb.|Proceedings. Royal Society of Edinburgh
Proc. r. Soc. Edinb.|Proceedings. Royal Society of Edinburgh.
Proc. r. Soc. Med.|Proceedings of the Royal Society of Medicine
Proc. r. Soc. Vict.|Proceedings of the Royal Society of Victoria
Proc. S. Afr. Soc. Anim. Prod.|Proceedings of the South African Society of Animal Production (Handelinge van die Suid-Afrikaanse Vereniging vir Diereproduksie)
Proc. S. Dak. Acad. Sci.|Proceedings of the South Dakota Academy of Sciences
Proc. S. Lond. ent. nat. Hist. Soc.|Proceedings of the South London Entomological and Natural History Society
Proc. Sanit. Conf. Dried Fruit Ass. Calif. 1|Proceedings. First Sanitation Conference. Dried Fruit Association of California, April 26-27, 1955
Proc. Santa Fe Inst. Stud. Sciences Complexity|Proceedings. Santa Fe Institute Studies in the Sciences of Complexity
Proc. Sect. Exp. Appl. Ent. Netherlands Ent. Soc.|Proceedings of the Section Experimental and Applied Entomology of the Netherlands Entomological Society (N.E.V.)
Proc. Semin. Theoret. Appl. Problems Cybernetics|Proceedings. Seminar Theoretical and Applied Problems in Cybernetics
Proc. Serano Clin. Colloq. Reprod.|Proceedings of the Serono Clinical Colloquia on Reproduction
Proc. Serono Symp.|Proceedings of the Serono Symposia
Proc. Soc. exp. Biol. Med.|Proceedings of the Society for Experimental Biology and Medicine
Proc. Soil Sci. Soc. Am.|Proceedings - Soil Science Society of America
Proc. SPIE.|Proceedings of SPIEthe International Society for Optical Engineering.
Proc. Sydney Allergen Grp|Proceedings of the Sydney Allergen Group
Proc. Symp. Basic Mechanisms in Radiat. Biol. Med.|Proceedings. Symposium on Basic Mechanisms in Radiation Biology and Medicine, Delhi, 1971. Basic mechanisms in radiation biology and medicine
Proc. Symp. Ecol. Anim. Pop. Zool. Surv. India|Proceedings of the Symposium on Ecology of Animal Population, from 26th Oct. to 28th Oct. 1978
Proc. Symp. Nature Induction Util. Mutations Plants|Induced mutations in plants. Proceedings of a symposium jointly organized by the IAEA and FAO and held at Pullman, Wash., 14-18 July 1969
Proc. Symp. Rep. Biochem. Congr. SSSR.|Proc. Symp. Rep. Biochem. Congr. SSSR.
Proc. Symp. Res. Saguaro Natn Monument, 1991|Proceedings of the symposium on research in Saguaro National Monument, January 1991.
Proc. Symp. Siber. Permafrost Stud. 5|Proceedings of the Fifth Symposium on the Joint Siberian Permafrost Studies between Japan and Russia.
Proc. Symp. Steril. Princ. Insect Control or Eradication|Proceedings of a symposium on sterility principle for insect control or eradication, Athens, 14-18 September, 1970
Proc. Tex. Acad. Sci.|Proceedings and Transactions of the Texas Academy of Science
Proc. Trans. Br. Ent. Nat. Hist. Soc.|Proceedings and transactions of the British Entomological and Natural History Society
Proc. Trans. S. Lond. ent. nat. Hist. Soc.|Proceedings and Transactions of the South London Entomological and Natural History Society
Proc. U. S. natn. Mus.|Proceedings of the United States National Museum
Proc. Univ. Durham Phil. Soc.|Proceedings of the University of Durham Philosophical Society
Proc. Utah Acad. Sci.|Proceedings of the Utah Academy of Sciences, Arts and Letters
Proc. W. Va Acad. Sci.|Proceedings of the West Virginia Academy of Science
Proc. Wash. Acad. Sci.|Proceedings of the Washington Academy of Sciences
Proc. XVI Mtng Brazilian Soc. Electr. Microsc|Proceedings XVI Meeting of the Brazilian Society of Electron Microscopy
Proc. zool. Soc. Bengal|Proceedings of the Zoological Society of Bengal
Proc. zool. Soc. Lond.|Proceedings of the Zoological Society of London
Proc. zool. Soc. Lond.|Proceedings of the Zoological Society of London
Proc. zool. Soc. Lond.|Proceedings of the Zoological Society of London
Proc. zool. Soc. Lond.|Proceedings of the Zoological Society of London
Proc. zool. Soc., Calcutta|Proceedings of the Zoological Society, Calcutta
Proc., Am. Ent. Ass. 64|Proc. 64th Ann. Meet. Am. Ass. Ent
Proc., Int. Conf. Pattern Recog.|Proceedings, International Conference on Pattern Recognition
Proc., Jpn Radiat. Res. Soc. 4|Proceedings. 4th Meeting Japan Radiation Research Society
Proc., Jpn Radiat. Res. Soc. 5|Proceedings. 5th Meeting Japan Radiation Research Society
Proceedings Series. International Atomic Energy Agency|Proceedings Series. International Atomic Energy Agency
Prog. Abstr. A. ESA Mtng 87|Program and Abstracts. The Ecological Society of America, 87th Annual Meeting, Tucson, Arizona, August 4-9, 2002.
Prog. Anesthetic Mechanism|Progress in Anesthetic Mechanism
Prog. Biometeorol.|Progress in Biometeorology
Prog. Biophys. Biophys. Chem.|Progress in Biophysics and Biophysical Chemistry
Prog. Biophys. Molec. Biol.|Progress in Biophysics and Molecular Biology
Prog. Bot.|Progress in Botany
Prog. Brain Res.|Progress in Brain Research
Prog. Cancer Res. Therapy|Progress in Cancer Research and Therapy
Prog. Cell Cycle Res.|Progress in Cell Cycle Research
Prog. Clin. Biol. Res.|Progress in Clinical and Biological Research
Prog. Drug Res.|Progress in Drug Research
Prog. exp. Tumor Res.|Progress in Experimental Tumor Research
Prog. Genet. Invest. Exp. 1966|Programa de genetica investigacion experimental ano 1966, proyecto de los laboratorios y secciones.
Prog. Growth Factor Res.|Progress in Growth Factor Research
Prog. K. Realschule Meseritz|Program der Koniglichen Realschule zu Meseritz
Prog. K.K. Ober-Gymnasiums Benedictiner Seitenstetten|Programm des k.k. Ober-Gymnasiums der Benedictiner zu Seitenstetten
Prog. molec. subcell. Biol.|Progress in Molecular and Subcellular Biology
Prog. Mutat. Res.|Progress in mutation research
Prog. Nat. Sci., Beijing|Progress in Natural Science: Communication of State Key Laboratories of China
Prog. Neurobiol.|Progress in neurobiology
Prog. Neuropsychopharmacol.|Progress in Neuro-Psychopharmacology
Prog. Neuropsychopharmacol. Biol. Pyschiat.|Progress in Neuro-Psychopharmacology and Biological Psychiatry
Prog. Nuclear Energy|Progress in Nuclear Energy
Prog. Nuclear Energy|Progress in Nuclear Energy. Biological Sciences.
Prog. Nucleic Acid Res. Molec. Biol.|Progress in Nucleic Acid Research and Molecular Biology
Prog. Obergymnasium Bozen|Programm K.K. Obergymnasium zu Bozen
Prog. Proc. Canad. Fed. Biol. Soc.|Programme, Proceedings. Canadian Federation of Biological Societies
Prog. Rep. 2nd A. Res. Conf. Calif. Dried Fruit Res. Ind. Advisory Comm.|Progress Report. Second Annual Conference of the California Dried Fruit Research Industry Advisory Committee, Monterey, June 1961.
Prog. Rep. Ky agric. Exp. Stn|Progress Report. Kentucky Agricultural Experiment Station
Prog. Sens. Physiol.|Progress in Sensory Physiology
Prog. Theoret. Biol.|Progress in Theoretical Biology
Prog. Topics Cytogenet.|Progress and topics in cytogenetics
Prostaglandins|Prostaglandins
Prostate|The Prostate
Protein Eng.|Protein Engineering
Protein Exp. Purif.|Protein Expression and Purification
Protein Sci.|Protein Science
Protein Seq. Data Anal.|Protein Sequences and Data Analysis
Protein, Nucleic Acid, Enzyme|Protein, Nucleic Acid, Enzyme [Tanpakushitsu, Kakusan, Koso]
Proteins Struct., Function Genet.|Proteins: Structure, Function and Genetics
Proteomics|Proteomics
Proteus|Proteus: Casopis za poljudno naravoslovje
Protides biol. fluids|Protides of the Biological Fluids Colloquium
Protoplasma|Protoplasma
Protoplasma-Mongr., Berlin|Protoplasma-Monographien
Protoplasmatologia|Protoplasmatologia. Handbuch der Protoplasmaforschung
Przegl. zool.|Przeglad zoologiczny
Psi-Com.|Psi-Comunicacion
Psyche, Camb., Mass.|Psyche (Journal of entomology)
Psychiatr. Devs.|Psychiatric Developments
Psychiatr. Res. Rep.|Psychiatric Research Report (American Psychiatric Association)
Psychol. Bull.|Psychological Bulletin
Psychol. Rep.|Psychological Reports
Psychologie francaise|Psychologie francaise
Psychology Survey|Psychology Survey
Psychology Today|Psychology Today
Psychopharmacology|Psychopharmacology
Pteridines|Pteridines
Pubbl. Ist. Zool. anat. comp. Univ. Padova|Pubblicazioni dell'Istituto di zoologica anatomica comparata dell'Universita di Padova
Pubbl. Staz. zool. Napoli|Pubblicazioni della Stazione Zoologica di Napoli
Pubbl. Staz. zool. Napoli|Pubblicazioni della Stazione Zoologica di Napoli
Publ. Natn. Res. Council|Publication - National Academy of Sciences-National Research Council
Publ., Ec. Norm. Sup. Lab. Biol.|Publications. Ecole Normale Superieure, Laboratoire de Biologie
Public Affairs Pamphlet|Public Affairs Pamphlet (Public Affairs Committee)
Publikace ministerstva zemedelstvi RCS|Publikace ministerstva zemedelstvi RCS (Czechoslovakia. Ministerstvo zemedelstvi)
Publs avuls. Mus. nac. Rio de J.|Publicacoes avulsas do Museu Nacional, Rio de Janeiro
Publs Carnegie Instn|Carnegie Institute of Washington Publication
Publs Fac. Filos., Univ. Rio Grande do Sul|Publicacoes. Faculdade de Filosophia, Universidade do Rio Grande do Sul
Publs Fac. nac. Filos., Univ. Brasil.|Publicacoes da Faculdade nacional de Filosofia. Universidade do Brasil
Publs Inst. Biol. apl. Barcelona|Publicaciones del Instituto de Biologia Aplicada (Consejo Superior de Investigaciones Cientificas)
Publs Univ. Pretoria|Publikasies van die Universiteit van Pretoria
Purdue Univ. Agric. Ext. Serv. Dep. Ent. Mimeo|Purdue University Agricultural Extension Service, Department of Entomology, Mimeo
Pure Appl. Chem.|Pure and Applied Chemistry.
Q. Bull. Hlth Org., League of Nations|Quarterly Bulletin. Health Organization, League of Nations
Q. J. Exp. Psychol.|Quarterly Journal of Experimental Psychology
Q. J. Fla Acad. Sci.|Quarterly Journal of the Florida Academy of Sciences
Q. J. Med.|Quarterly Journal of Medicine
Q. J. Med.|Quarterly Journal of Medicine
Q. J. microsc. Sci.|Quarterly Journal of Microscopical Science
Q. J. Taiwan Mus.|Quarterly Journal of the Taiwan Museum [T'ai-wan sheng po wu kuan chi k'an]
Q. Prog. Rep. Brookhaven Natn. Lab.|Quarterly Progress Report, Brookhaven National Laboratory
Q. Rev. Biol.|Quarterly Review of Biology
Q. Rev. Biophys.|Quarterly Review of Biophysics
QJM|QJM: Monthly Journal of the Association of Physicians
Qn. Rep. Center Pathobiol., Univ. Calif. Irvine|Quinquennial Report of the Center for Pathobiology, University of California at Irvine
Qn. Rep. Dev. Biol. Center, Univ. Calif. Irvine|Quinquennial Report of the Developmental Biology Center, University of California at Irvine
Quaest. Ent.|Quaestiones Entomologicae
Quekett J. Microscopy|Quekett Journal of Microscopy
Quim. Nova|Quimica Nova
Radiat. biol., radioecol., Moskva|Radiatsionnaia biologiia, radioecologiia
Radiat. environ. Biophys.|Radiation and Environmental Biophysics
Radiat. Res.|Radiation Research
Radiat. Res. Soc. Abstr.|Radiation Research Society Abstracts
Radiation Biology|Radiation Biology. Proceedings of the 2nd Australian Conference on Radiation Biology. University of Melbourne 15-18 December 1958.
Radiation Biology and Cancer|Radiation biology and cancer. Twelfth Symposium on Fundamental Cancer Research, M. D. Anderson Hospital and Tumor Institute, Houston, Texas, 1958
Radiation Meas.|Radiation Measurements
Radio-tracer Studies of Chemical Residues|Radiotracer studies of chemical residues in food and agriculture; proceedings of a combined panel and research coordination meeting, organized by the Joint FAO/IAEA Division of Atomic Energy in Food and Agriculture and held in Vienna, Austria, 25-29 Oct. 1971.
Radiobiol. Radiother.|Radiobiologia, Radiotherapia
Radiobiologiia, Moscow|Radiobiologiia
Radiol. clin.|Radiologica Clinica
Radiol. clin. biol.|Radiologia Clinica et Biologica
Radiologica|Radiologica
Radiology|Radiology
Radioprotection|Radioprotection
Raffles Bull. Zool.|Raffles Bulletin of Zoology
Rapid Commun. Mass Spec.|Rapid Communications in Mass Spectrometry
Rapp. A. Grp. Lyon. Rech. Biol. Cell.|Rapport Annuel. Groupe Lyonnais de Recherche en Biologie Cellulaire
Rapp. Comm. int. Mer Medit.|Rapport et proces-verbal des reunions. Commission internationale pour l'exploration scientifique de la Mer Mediterranee
Rapp. d'Activ., Dep. Biol. Molec., Bruxelles|Rapport d'Activite. Department de Biologie Moleculaire, Universite Libre de Bruxelles
Rapp. d'Activ., LGBC, Marseille|Rapport d'Activite. Laboratoire de Genetique et Biologie Cellulaires, Centre National de la Recherche Scientifique, Marseille
Rapp. d'Activ., LGBE, Gif|Rapport d'Activite Scientifique. Laboratoire de Biologie et Genetique Evolutives, Centre National de la Recherche Scientifique, Gif-sur-Yvette
Rapp. Inst. Interuniv. Sci. Nucl.|Rapport annuel. Institut interuniversitaire des sciences nucleaires
Rastit. Zasht.|Rastitelna zashtita (Zashchita rastenii) [Plant protection]
Raven Press Ser. Molec. Cell. Biol.|Raven Press series on molecular and cellular biology
Rc. Accad. Napoli|Rendiconti della Accademia delle scienze fisiche e matematiche. Napoli
Rc. Ist. lombardo|Rendiconti dell'Istituto Lombardo di scienze e lettere
Rc. Ist. lombardo|Rendiconti dell'Istituto Lombardo di scienze e lettere
Rc. Ist. lombardo|Rendiconti. Real Istituto Lombardo di scienze e lettere
Rc. Ist. Sanit. Pub.|Rendiconti. Istituto di Sanita Pubblica, Ministero dell'Interno
Rc. Ist. Super. Sanita|Rendiconti. Istituto Superiore di Sanita
Rc. Semin. Fac. Sci. Univ. Cagliari|Rendiconti del Seminario della facolta di scienze dell'Universita de Cagliari
Rec. Am. Soc. Nat.|Records of the American Society of Naturalists
Rec. Aust. Mus.|Records of the Australian Museum
Rec. Canterbury (N. Z.) Mus.|Records of the Canterbury Museum (Canterbury Museum Trust Board)
Rec. Genet. Soc. Am.|Records of the Genetics Society of America
Rec. Indian Mus.|Records of the Indian Museum
Rec. Procs. Pacific Sci. Cong.|Record of Proceedings. Pacific Science Congress
Rec. zool. Survey India|Records of the Zoological Survey of India
Recent Adv. Phytochem.|Recent Advances in Phytochemistry
Recent Prog. Horm. Res.|Recent Progress in Hormone Research
Recent Res. Devel. Mol. Cell. Biol.|Recent Research Developments in Molecular & Cellular Biology.
Recent Results Cancer Res.|Recent Results in Cancer Research
Recenti Prog. Med.|Recenti Progressi in Medicina
Receptor|Receptor
Receptors & Channels|Receptors & Channels
Recherche|La Recherche
Redia|Redia
Ref. Int. Kongr. Vererbwiss. 5|Referate zu den angemeldeten Vortragen. V Internationalen Kongresses fur Vererbungswissenschaft, Berlin, 1927
Reg. Conf. Ser. Appl. Math.|Regional conference series in applied mathematics
Regulatory Peptides|Regulatory Peptides
Reichenbachia|Reichenbachia
Reichsgesundheitsblatt|Reichsgesundheitsblatt
Rejuvenation Res.|Rejuvenation Research
Renal Physiol. Biochem.|Renal Physiology and Biochemistry
Rep. agric. hort. Res. Stn Univ. Bristol|Report of the Agricultural and Horticultural Research Station, University of Bristol
Rep. Animal Breeding Res. Dep., Edinb.|Report of the Director. Animal Breeding Research Department, The University, Edinburgh
Rep. Bd Dep. Agric. Bermuda|Reports of the Board and Department of Agriculture, Bermuda
Rep. Br. Ass.|Report of the British Association for the Advancement of Science
Rep. Cent. Biol. Molec., Madrid|Report. Centro de Biologia Molecular
Rep. Dep. Agric. N. Z., Div. Biol. Hort.|Report. Department of Agriculture, New Zealand, Division of Biology and Horticulture
Rep. Dep. Biol., Univ. Turku|Reports from the Department of Biology, University of Turku
Rep. Dep. publ. Hlth, Calif.|Report, Bureau of Vector Control, Department of Public Health, State of California
Rep. Gakugei Fac. Iwate Univ.|Report of the Gakugei Faculty of Iwate University
Rep. J. Innes hort. Instn.|Report. John Innes Horticultural Institution
Rep. Minn agric. Exp. Stn, Rep. St. Ent. Minn.|Report of the State Entomologist of Minnesota to the Governer
Rep. New Tech.|Report New Technology
Rep. Quebec Soc. Prot. Pl.|Report of the Quebec Society for the Protection of Plants
Rep. Res., r. Soc.|Reports on Researches, The Royal Society
Rep. Rothamst. exp. Stn|Report of the Rothamsted Experimental Station
Rep. St. Fruit-ind.|Report to State - Fruit - Industry Wide Committee for Abatement of Economic Insect Pests Stockton, CA December 16 1960.
Rep. Tekniska hogskolan i Lund. Dept Electrical Measurements|Report (Tekniska hogskolan i Lund). Department of Electrical Measurements
Rep., Chem. Res. Dep., Min. Supply|Report, Chemical Research Department, Ministry of Supply
Rep., ZMBH, Heidelberg|Report. Zentrum fur Molekulare Biologie, Universitat Heidelber (ZMBH)
Repbase Reps|Repbase Reports
Report of the Expedition to Arctic Norway, 1953.|Report of the Expedition to Arctic Norway, 1953.
Reprod. Biomed. Online|Reproductive Biomedicine Online
Reprod. Nutr. Dev.|Reproduction, Nutrition, Developpement
Reprod. Nutr. Devel.|Reproduction, Nutrition, Development
Reprod. Toxicol.|Reproductive Toxicology
Res. Bull, S.C.|Research bulletin, South Carolina State University
Res. Bull. Coll. exp. For. Hokkaido|Research Bulletins of the College Experimental Forests, College of Agriculture, Hokkaido University [Enshurin kenkyu hokoku. Hokkaido Daigaku Nogakubu]
Res. Bull. Dep. Conserv. Land Manag. West. Aust.|Research Bulletin. Department of Conservation and Land Management, Western Australia
Res. Bull. Miss. Agric. Exp. Stn|Research Bulletin. Missouri Agricultural Experiment Station
Res. Bull. Ohio Agric. Exp. Stn|Research Bulletin. Ohio Agricultural Experiment Station
Res. Bull. Panjab Univ., Science|Research Bulletin of the Panjab University. Science
Res. Immunol.|Research in Immunology
Res. Microbiol.|Research in Microbiology
Res. Pop. Ecol. (Kyoto)|Researches on Population Ecology [Kotai Gun Seitaigaku no Kenkyu]
Res. Prog.|Research and Progress (Review of German Science)
Res. Rep. U. S. Naval Sch. Aviation Med.|Research Report. United States Naval School of Aviation Medicine
Res. Rep. Wis. agric. Exp. Stn|Research Report - Wisconsin Agricultural Experiment Station
Res. Rep., EMBL|Research Reports, European Molecular Biology Laboratory
Res. Rep., Natn Inst. Environ. Studies, Japan|Kokuritsu Kogai Kenkyujo kenkyu hokoku [Research Report from the National Institute for Environmental Studies Japan]
Res. Rep., West. Res. Univ.|Biological Research in the Departments of Biology and Anatomy and the Development Biology Center of Western Reserve University
Res. Revs Off. nav. Res.|Research Reviews. Office of Naval Research
Res. Virol.|Research in Virology
Research with recombinant DNA|Research with recombinant DNA. An Academy forum, March 7-9, 1977.
Research, Lond.|Research, a journal of science and its applications
Respir. Physiol.|Respiration Physiology
Respir. Physiol. Neurobiol.|Respiratory Physiology & Neurobiology
Results and Problems in Cell Differentiation|Results and Problems in Cell Differentiation
Results Norw. Scient. Expd. Tristan Da Cunha 1937-1938|Results of the Norwegian Scientific Expedition to Tristan da Cunha, 1937-1938
Resum. 22 Reuniao Anual da SBPC|Resumo da 22nd Reuniao Anual da Sociedade Brasileira para o Progresso da Ciencia, 5-11 de julho de 1970 (Salvador, Bahia)
Resum. 5 Reuniao Anual da SBPC|Resumo 5th Reuniao Anual da Sociedade Brasileira para o Progresso da Ciencia, Curitiba.
Resum. 9 Reuniao Anual da SBPC|Resumo da IX Reuniao Anual da Sociedade Brasileira para o Progresso da Ciencia
Resum. Comun. IV Jorn. Genet. Luso-Espanola|Programa e Resumos das Conferencias e Comunicacoes. IV Jornadas de Genetica, Oeiras.
